Applicant_Income,Coapplicant_Income,Age,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Education_Level,Loan_Approved,Employment_Status_Salaried,Employment_Status_Self-employed,Employment_Status_Unemployed,Marital_Status_Single,Loan_Purpose_Car,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Personal,Property_Area_Semiurban,Property_Area_Urban,Gender_Male,Employer_Category_Government,Employer_Category_MNC,Employer_Category_Private,Employer_Category_Unemployed,DTI_Ratio_sq,Credit_Score_sq
4200.0,7878.0,39.97157894736842,0.0,718.0,2.0,0.5,2708.0,19422.0,34593.0,72.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.25,515524.0
16172.0,5690.0,37.0,3.0,722.0,2.0,0.45,5397.0,35613.0,12652.0,84.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2025,521284.0
4961.0,7827.0,24.0,1.0,727.0,1.0,0.38,11528.0,22993.0,34740.0,84.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1444,528529.0
16207.0,5082.4557894736845,45.0,2.0,676.0336842105263,1.0,0.45,16840.0,12386.0,1443.0,72.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2025,457021.5421872576
13969.0,9076.0,41.0,1.0,577.0,4.0,0.31,9940.452631578948,34033.0,24903.0,60.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0961,332929.0
4869.0,3564.0,57.0,3.0,719.0,1.0,0.17,4368.0,45213.0,34522.0,72.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.028900000000000006,516961.0
19340.0,1389.0,58.0,0.0,629.0,1.0,0.43,11179.0,12938.0,29180.0,24.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.18489999999999998,395641.0
15992.0,5082.4557894736845,21.0,2.0,625.0,1.0,0.36,12076.0,11159.0,22119.0,84.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1296,390625.0
7699.0,824.0,45.0,1.0,665.0,3.0,0.42,18321.0,2274.0,11363.0,48.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17639999999999997,442225.0
5987.0,5082.4557894736845,56.0,1.0,618.0,1.0,0.27,13948.0,18854.0,39164.0,84.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0729,381924.0
15446.0,936.0,37.0,1.0,647.0,0.0,0.55,17530.0,31815.0,32541.0,72.0,1,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30250000000000005,418609.0
3218.0,6402.0,44.0,1.4747368421052631,783.0,1.9505263157894737,0.39,13824.0,10482.0,4465.0,60.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1521,613089.0
10852.571578947369,3845.0,22.0,2.0,550.0,4.0,0.14,4299.0,18961.0,3711.0,60.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.019600000000000003,302500.0
13296.0,1796.0,39.97157894736842,0.0,716.0,3.0,0.32,14120.0,20044.0,26198.0,12.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1024,512656.0
6555.0,5082.4557894736845,52.0,0.0,645.0,0.0,0.48,8118.0,33836.0,23488.0,12.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2304,416025.0
11146.0,7214.0,59.0,0.0,767.0,3.0,0.5,10756.0,21975.0,39515.0,12.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,588289.0
10050.0,726.0,39.97157894736842,1.4747368421052631,566.0,3.0,0.35,7953.0,14706.0,24608.0,72.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12249999999999998,320356.0
14757.0,2736.0,21.0,3.0,661.0,4.0,0.55,4784.0,5974.0,28898.0,48.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.30250000000000005,436921.0
19429.0,1913.0,43.0,3.0,640.0,3.0,0.23,15185.0,10928.0,2919.0,24.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0529,409600.0
8893.0,9788.0,59.0,1.4747368421052631,637.0,1.0,0.34726315789473683,9024.0,21213.0,32171.0,72.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12059170083102493,405769.0
16373.0,7657.0,37.0,1.4747368421052631,712.0,3.0,0.55,14674.0,1950.0,21599.0,84.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.30250000000000005,506944.0
16565.0,2466.0,54.0,0.0,723.0,4.0,0.55,17845.0,19477.0,17965.0,12.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.30250000000000005,522729.0
5436.0,9041.0,49.0,3.0,719.0,4.0,0.44,11708.0,10411.0,15434.0,60.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1936,516961.0
10754.0,7312.0,29.0,0.0,795.0,1.9505263157894737,0.53,1159.0,21695.0,37649.0,72.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.28090000000000004,632025.0
12677.0,8194.0,33.0,0.0,716.0,0.0,0.14,386.0,46156.0,2999.0,60.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.019600000000000003,512656.0
7895.0,7906.0,26.0,1.0,639.0,1.0,0.53,7192.0,17771.0,15849.0,84.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.28090000000000004,408321.0
18609.0,4876.0,26.0,1.4747368421052631,598.0,0.0,0.26,10745.0,4274.0,11903.0,60.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.06760000000000001,357604.0
17636.0,7287.0,40.0,1.0,739.0,2.0,0.19,9910.0,35053.0,6445.0,60.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0361,546121.0
10852.571578947369,892.0,23.0,0.0,587.0,1.9505263157894737,0.22,3409.0,7045.0,36396.0,36.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0484,344569.0
11151.0,5082.4557894736845,37.0,2.0,700.0,3.0,0.31,17073.0,29714.0,19040.0,48.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0961,490000.0
7600.0,1933.0,32.0,3.0,699.0,4.0,0.23,13180.0,34386.0,1246.0,24.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0529,488601.0
9996.0,1380.0,21.0,1.0,681.0,2.0,0.26,17336.0,43747.0,32153.0,48.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06760000000000001,463761.0
11007.0,1290.0,37.0,3.0,726.0,1.0,0.17,6142.0,8562.0,6212.0,12.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.028900000000000006,527076.0
14946.0,1640.0,23.0,1.0,608.0,0.0,0.25,5967.0,27759.0,4339.0,36.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0625,369664.0
6642.0,7490.0,46.0,1.0,750.0,4.0,0.39,7205.0,12026.0,24142.0,72.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1521,562500.0
13312.0,9179.0,35.0,1.0,617.0,0.0,0.32,16006.0,24802.79263157895,20394.0,72.0,1,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1024,380689.0
9679.0,1218.0,56.0,2.0,748.0,1.0,0.27,12109.0,31589.0,36136.0,24.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0729,559504.0
10208.0,5016.0,52.0,0.0,764.0,1.0,0.47,13034.0,42663.0,13186.0,48.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.22089999999999999,583696.0
12716.0,6881.0,52.0,1.0,679.0,2.0,0.55,2484.0,24802.79263157895,20522.825263157894,60.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.30250000000000005,461041.0
19453.0,9547.0,24.0,2.0,598.0,3.0,0.48,1854.0,26844.0,39973.0,84.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2304,357604.0
5444.0,9752.0,38.0,1.4747368421052631,676.0336842105263,0.0,0.27,11631.0,23447.0,5395.0,12.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0729,457021.5421872576
12757.0,9610.0,39.0,0.0,781.0,2.0,0.47,19615.0,24879.0,16290.0,48.0,1,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.22089999999999999,609961.0
16434.0,954.0,55.0,1.0,796.0,4.0,0.18,2597.0,11966.0,23151.0,24.0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0324,633616.0
3060.0,9175.0,34.0,2.0,675.0,3.0,0.17,7829.0,17732.0,4691.0,36.0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.028900000000000006,455625.0
5420.0,7291.0,53.0,0.0,676.0336842105263,2.0,0.27,8186.0,5289.0,8470.0,12.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0729,457021.5421872576
2301.0,974.0,34.0,2.0,788.0,0.0,0.5,3983.0,20012.0,4841.0,24.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,620944.0
14468.0,4133.0,54.0,0.0,708.0,1.0,0.22,6684.0,18812.0,38116.0,72.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0484,501264.0
18990.0,5370.0,24.0,0.0,660.0,4.0,0.13,10383.0,35801.0,18776.0,12.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.016900000000000002,435600.0
10852.571578947369,3972.0,44.0,3.0,717.0,0.0,0.17,17040.0,41628.0,7060.0,24.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.028900000000000006,514089.0
2190.0,5295.0,49.0,3.0,597.0,3.0,0.53,12004.0,40581.0,28584.0,72.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.28090000000000004,356409.0
12492.0,9105.0,39.0,3.0,600.0,1.9505263157894737,0.42,12103.0,46628.0,5300.0,84.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17639999999999997,360000.0
19364.0,8228.0,26.0,0.0,592.0,1.0,0.23,6312.0,23092.0,4338.0,72.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0529,350464.0
4975.0,9903.0,53.0,1.4747368421052631,647.0,1.0,0.38,7938.0,25105.0,6487.0,48.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1444,418609.0
8102.0,3020.0,39.0,2.0,732.0,4.0,0.36,9954.0,14294.0,20522.825263157894,36.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1296,535824.0
19568.0,8987.0,21.0,2.0,765.0,4.0,0.43,19669.0,3621.0,30529.0,60.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.18489999999999998,585225.0
3816.0,4036.0,25.0,1.4747368421052631,726.0,1.0,0.22,9777.0,32442.0,31262.0,24.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0484,527076.0
2569.0,5068.0,39.97157894736842,1.4747368421052631,673.0,1.0,0.53,3563.0,21699.0,12280.0,84.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.28090000000000004,452929.0
10852.571578947369,5233.0,36.0,0.0,767.0,3.0,0.25,5041.0,49906.0,29804.0,48.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0625,588289.0
3895.0,9516.0,26.0,3.0,629.0,1.0,0.45,11292.0,2347.0,10915.0,84.0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2025,395641.0
5863.0,317.0,33.0,1.0,734.0,2.0,0.11,8026.0,29486.0,12158.0,84.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0121,538756.0
14913.0,2396.0,55.0,0.0,660.0,0.0,0.29,13923.0,47650.0,9621.0,84.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0841,435600.0
9455.0,5082.4557894736845,39.0,2.0,754.0,1.0,0.28,19628.0,17110.0,11547.0,48.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07840000000000001,568516.0
6014.0,2745.0,32.0,3.0,692.0,4.0,0.37,17424.0,4923.0,24177.0,48.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1369,478864.0
13093.0,1591.0,36.0,3.0,576.0,2.0,0.14,18657.0,15611.0,3459.0,72.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019600000000000003,331776.0
5009.0,6183.0,30.0,1.0,745.0,4.0,0.5,3629.0,48135.0,29768.0,24.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,555025.0
18538.0,3930.0,45.0,1.0,757.0,2.0,0.21,2114.0,19199.0,39041.0,48.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.04409999999999999,573049.0
12729.0,1312.0,40.0,3.0,741.0,1.0,0.44,1677.0,9066.0,39191.0,48.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1936,549081.0
3409.0,9477.0,51.0,1.0,771.0,0.0,0.5,3094.0,36047.0,18434.0,24.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,594441.0
14249.0,4311.0,24.0,2.0,785.0,4.0,0.38,2284.0,26754.0,39247.0,48.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1444,616225.0
10852.571578947369,7314.0,43.0,1.0,707.0,2.0,0.47,5052.0,36575.0,16419.0,60.0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22089999999999999,499849.0
10096.0,2383.0,22.0,1.0,713.0,3.0,0.43,17973.0,24260.0,36017.0,24.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.18489999999999998,508369.0
9560.0,5082.4557894736845,42.0,3.0,744.0,1.0,0.28,18904.0,46733.0,36577.0,60.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07840000000000001,553536.0
14533.0,2139.0,57.0,3.0,763.0,0.0,0.5,12047.0,48891.0,3921.0,12.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,582169.0
9343.0,1704.0,28.0,0.0,662.0,1.0,0.25,694.0,16991.0,5676.0,24.0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0625,438244.0
9206.0,6924.0,27.0,0.0,635.0,3.0,0.39,15588.0,22553.0,21425.0,48.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1521,403225.0
7801.0,362.0,34.0,3.0,663.0,0.0,0.47,13055.0,24174.0,36185.0,48.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22089999999999999,439569.0
18921.0,2604.0,23.0,1.0,798.0,3.0,0.29,16080.0,21957.0,20522.825263157894,60.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0841,636804.0
7986.0,9908.0,36.0,1.0,791.0,1.0,0.25,6704.0,634.0,26474.0,48.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,625681.0
12647.0,4286.0,39.0,0.0,796.0,2.0,0.33,7368.0,29881.0,2469.0,48.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.10890000000000001,633616.0
10716.0,3738.0,38.0,0.0,673.0,1.0,0.51,1971.0,12771.0,8292.0,48.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601,452929.0
14323.0,2469.0,36.0,0.0,598.0,1.0,0.56,14593.0,18298.0,26409.0,84.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.31360000000000005,357604.0
6780.0,4795.0,28.0,2.0,625.0,1.0,0.37,8055.0,14340.0,24526.0,72.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1369,390625.0
4368.0,6150.0,53.0,2.0,604.0,4.0,0.43,11441.0,33356.0,24465.0,36.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18489999999999998,364816.0
14039.0,556.0,39.97157894736842,0.0,762.0,3.0,0.55,14677.0,35999.0,31955.0,48.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.30250000000000005,580644.0
8655.0,5082.4557894736845,31.0,1.0,605.0,3.0,0.15,1868.0,6351.0,27785.0,60.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0225,366025.0
10173.0,2808.0,25.0,0.0,745.0,3.0,0.22,18055.0,3838.0,22033.0,24.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0484,555025.0
6495.0,5150.0,47.0,2.0,644.0,4.0,0.45,1728.0,1973.0,7931.0,12.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2025,414736.0
12893.0,7561.0,32.0,1.0,593.0,2.0,0.51,7632.0,47114.0,2091.0,72.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2601,351649.0
15403.0,2719.0,37.0,2.0,708.0,1.0,0.34726315789473683,12043.0,37812.0,26772.0,36.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12059170083102493,501264.0
15121.0,6506.0,26.0,1.0,735.0,2.0,0.31,6403.0,10247.0,17363.0,24.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0961,540225.0
12966.0,3741.0,53.0,2.0,636.0,4.0,0.14,15732.0,44440.0,29490.0,48.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019600000000000003,404496.0
2853.0,9766.0,25.0,1.0,795.0,3.0,0.32,18526.0,31655.0,20522.825263157894,72.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1024,632025.0
10852.571578947369,3998.0,48.0,1.0,730.0,1.0,0.22,9340.0,43039.0,11456.0,48.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0484,532900.0
19532.0,2403.0,34.0,1.0,633.0,0.0,0.25,6184.0,6683.0,23320.0,72.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0625,400689.0
11907.0,8780.0,25.0,1.0,756.0,0.0,0.49,253.0,11244.0,14435.0,48.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.24009999999999998,571536.0
6777.0,9739.0,53.0,3.0,700.0,2.0,0.14,4102.0,29058.0,28025.0,84.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.019600000000000003,490000.0
10852.571578947369,294.0,39.0,2.0,705.0,3.0,0.34726315789473683,3542.0,39551.0,29109.0,12.0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12059170083102493,497025.0
4491.0,5082.4557894736845,39.97157894736842,2.0,565.0,0.0,0.31,19159.0,38362.0,21754.0,72.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0961,319225.0
10852.571578947369,9882.0,25.0,1.4747368421052631,714.0,2.0,0.4,6212.0,28371.0,5301.0,36.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16000000000000003,509796.0
16599.0,1136.0,22.0,1.0,698.0,4.0,0.14,4637.0,3822.0,8207.0,72.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.019600000000000003,487204.0
5051.0,2064.0,50.0,1.0,756.0,2.0,0.34726315789473683,11525.0,28878.0,28920.0,12.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12059170083102493,571536.0
17979.0,7009.0,59.0,2.0,694.0,2.0,0.14,11471.0,36157.0,23203.0,24.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.019600000000000003,481636.0
18388.0,4543.0,24.0,3.0,791.0,2.0,0.58,12500.0,5914.0,22545.0,24.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3364,625681.0
2876.0,1007.0,53.0,1.0,586.0,1.0,0.5,15247.0,18164.0,25016.0,72.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,343396.0
6142.0,5445.0,33.0,1.0,676.0336842105263,2.0,0.33,10532.0,27180.0,32098.0,72.0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.10890000000000001,457021.5421872576
17202.0,5352.0,40.0,1.4747368421052631,696.0,2.0,0.21,13518.0,3688.0,9556.0,48.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04409999999999999,484416.0
10852.571578947369,9439.0,27.0,0.0,707.0,1.0,0.57,6476.0,14683.0,21102.0,12.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.32489999999999997,499849.0
9079.0,1435.0,35.0,3.0,594.0,1.0,0.27,19532.0,13080.0,39893.0,48.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0729,352836.0
